category,skos_concept,URI,ID,URL,Unnamed: 5,Unnamed: 6,Unnamed: 7
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000960591,/11621/_NHMUK_BOT_BM000960591,http://www.nhm.ac.uk/services/media-store/asset/b855d5a360f5a25eb47075b55dd967f6a941441d/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1095197,/11621/_NHMUK_BMNH_E__BMNH_E_1095197,http://www.nhm.ac.uk/services/media-store/asset/9a552dc7779f2832286fb25527638e18451034a6/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11603/ZOBODAT_LANDOOE_AUSTRIA_100079220,/11603/ZOBODAT_LANDOOE_AUSTRIA_100079220,http://www.zobodat.at/bilder/belege/00006329.jpg,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010698700,/11621/_NHMUK_BMNH_E__NHMUK010698700,http://www.nhm.ac.uk/services/media-store/asset/4401fcec3a96164769520d56bf41e6d2ea51ed94/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010127780,/11621/_NHMUK_BMNH_E__NHMUK010127780,http://www.nhm.ac.uk/services/media-store/asset/da9cef5d87d7b05fb981e9d5a5eebe13ccef390b/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000846217,/11621/_NHMUK_BOT_BM000846217,http://www.nhm.ac.uk/services/media-store/asset/27e75b5b32dfd5129f608b7679453cf898e264c2/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1845217,/11621/_NHMUK_BMNH_E__BMNH_E_1845217,http://www.nhm.ac.uk/services/media-store/asset/6e200439b74f2d160bc0960e78027b7eb1941689/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1110876,/11621/_NHMUK_BMNH_E__BMNH_E_1110876,http://www.nhm.ac.uk/services/media-store/asset/b804b6aa9085043ad71aaa37511cae275d408e64/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1390038,/11621/_NHMUK_PAL_PM_ZF_1941,http://www.nhm.ac.uk/services/media-store/asset/592e8b6028c7eaf5dcd780af48741714bcc72062/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM001048041,/11621/_NHMUK_BOT_BM001048041,http://www.nhm.ac.uk/services/media-store/asset/bc30ccff2c764cbeb4679055790e71e1a16b2e7f/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010127485,/11621/_NHMUK_BMNH_E__NHMUK010127485,http://www.nhm.ac.uk/services/media-store/asset/d0cdc10d32e887a6eb6637dad6f6724ee420f310/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1332107,/11621/_NHMUK_BMNH_E__BMNH_E_1332107,http://www.nhm.ac.uk/services/media-store/asset/0c8a54245d5f91ef31fdd1d77a6bb7865f038982/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1750376,/11621/_NHMUK_BMNH_E__BMNH_E_1750376,http://www.nhm.ac.uk/services/media-store/asset/511a845500052e0f67e9bbf1aab9684f1809dc77/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1323765,/11621/_NHMUK_BMNH_E__BMNH_E_1323765,http://www.nhm.ac.uk/services/media-store/asset/2dbc8e541a20885d156dedbe7c609e5c5141c758/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM001014516,/11621/_NHMUK_BOT_BM001014516,http://www.nhm.ac.uk/services/media-store/asset/24718ca9f3fb79034538db864a41322907f11f9c/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/2021668/naturalis_specimen_RMNH_MAM_35808,/2021668/naturalis_specimen_RMNH_MAM_35808,http://medialib.naturalis.nl/file/id/RMNH.MAM.35808_pal/format/large,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000519518,/11621/_NHMUK_BOT_BM000519518,http://www.nhm.ac.uk/services/media-store/asset/4049accd2c57f796e123eab85c1d9f1136d54db4/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1076225,/11621/_NHMUK_BMNH_E__BMNH_E_1076225,http://www.nhm.ac.uk/services/media-store/asset/cf3a586c3671981d37bdb5d29a4da7eb9d92268f/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000539284,/11621/_NHMUK_BOT_BM000539284,http://www.nhm.ac.uk/services/media-store/asset/c9c28f6af3d2367159754a5cca9ce5e7e48608dc/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000579728,/11621/_NHMUK_BOT_BM000579728,http://www.nhm.ac.uk/services/media-store/asset/aca9afb8574da99fe967e828197240fe2b1b14b0/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1153424,/11621/_NHMUK_BMNH_E__BMNH_E_1153424,http://www.nhm.ac.uk/services/media-store/asset/2ff7d76e22666705d506741204772a3982e9d6e5/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010126949,/11621/_NHMUK_BMNH_E__NHMUK010126949,http://www.nhm.ac.uk/services/media-store/asset/a288507e6fae62303804117dbacca2a8fb06de5f/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1589474,/11621/_NHMUK_BMNH_E__BMNH_E_1589474,http://www.nhm.ac.uk/services/media-store/asset/dd6788929f1a5342cff4f5ff6cb5804a97261e0d/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010135566,/11621/_NHMUK_BMNH_E__NHMUK010135566,http://www.nhm.ac.uk/services/media-store/asset/8071559483360f49d365da9b8edde36801783bfb/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM001046181,/11621/_NHMUK_BOT_BM001046181,http://www.nhm.ac.uk/services/media-store/asset/945819af1633cb2e0832ed786f4ba1a24d563f5e/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11603/ZOBODAT_LANDOOE_AUSTRIA_100300686,/11603/ZOBODAT_LANDOOE_AUSTRIA_100300686,http://www.zobodat.at/bilder/belege/00026848.jpg,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__NHMUK010695277,/11621/_NHMUK_BMNH_E__NHMUK010695277,http://www.nhm.ac.uk/services/media-store/asset/1329b076a0379eade44191beb92289bb58b42252/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BOT_BM000527412,/11621/_NHMUK_BOT_BM000527412,http://www.nhm.ac.uk/services/media-store/asset/551ad40190d799b55e7ec88cf38993c7d8c9ebfa/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1877389,/11621/_NHMUK_BMNH_E__BMNH_E_1877389,http://www.nhm.ac.uk/services/media-store/asset/1a65122b5446ae76092361623b6328b6029d4eab/contents/preview,,,
specimen,http://data.europeana.eu/concept/base/167,http://data.europeana.eu/item/11621/_NHMUK_BMNH_E__BMNH_E_1750376,/11621/_NHMUK_BMNH_E__BMNH_E_1750376,http://www.nhm.ac.uk/services/media-store/asset/511a845500052e0f67e9bbf1aab9684f1809dc77/contents/preview,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
tapestry furniture photograph,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/916119/blm_item_70438,/916119/blm_item_70438,https://blm.kulturhotell.se/files/original/2bc0deb00132f9afbd33f3011a1fcf8e.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_7036,/91608/SMVK_VKM_objekt_7036,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1070589/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_6958,/91608/SMVK_VKM_objekt_6958,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1069937/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1959_64,/90402/BK_1959_64,https://lh5.ggpht.com/vu7hC2WPvh__GKYTiHgKmxxsjyWlyUA8RY3dqByHfO9cM8lMtNIsf0mrBpXBwWKo9isC1WI1aCU3my5gpbptH-K_Tw=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_24030,/91608/SMVK_VKM_objekt_24030,http://collections.smvk.se/carlotta-vkm/web/image/zoom/2276673/bild-1921.06.0139.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_17252,/90402/BK_17252,https://lh6.ggpht.com/gce0ktzJn0674MTLekjs8bQuDSrs4Z-CLoIPumxzEZamGWeMkFDX8-VbD1ppSPQBVc4899IG9qBrl718qhsuxOBY7w8=s0,,,
tapestry photograph furniture,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_2b43b18c_a9a0_ba23_cd18_77c53d1aea60,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_2b43b18c_a9a0_ba23_cd18_77c53d1aea60,https://images.memorix.nl/rce/thumb/fullsize/d41c5fc5-20c0-ff05-8afe-63cbbc303ddb.jpg,,,
tapestry photograph,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_b1fd7100_8907_3347_343d_fbe2d773991f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_b1fd7100_8907_3347_343d_fbe2d773991f,https://images.memorix.nl/rce/thumb/fullsize/76bd337f-0f0f-e320-82ac-d6a33ee798ab.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_17260_B,/90402/BK_17260_B,https://lh3.ggpht.com/Z06KmtOhBASVBj_Sy_OXK9ZQa0dJmluOINApj2zwYugAFEOVrYH1E_BdPCYmTobBLi4DH3SxN3svDEN4l9YDrI4tjQ=s0,,,
tapestry photograph furniture,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_b8858abb_3efb_2de5_4f8d_695b5d40b571,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_b8858abb_3efb_2de5_4f8d_695b5d40b571,https://images.memorix.nl/rce/thumb/fullsize/67029f16-b5da-b1cf-83eb-c18c9b66cfb4.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_2006_24,/90402/BK_2006_24,https://lh5.ggpht.com/OovXPn7mGbECYOBsNltkhbIYhnwWtYwBK1PXn9ZOqDP5-AkcU-mSqQIESJIIPLpctClv28k74tk53r8srD1YR_uGjg=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/283/2535_T,/283/2535_T,http://93.62.170.226/foto/M0011829.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_23975,/91608/SMVK_VKM_objekt_23975,http://collections.smvk.se/carlotta-vkm/web/image/zoom/2276623/bild-1921.06.0126.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_KOG_3_A,/90402/BK_KOG_3_A,https://lh4.ggpht.com/YjAtcswb_zVRmuL8oikG2Of-r1PIAXb_iiQDDbSBsWZiRQU2S1kxLHBHLsIF_-Dvcke_aBRMtnBETsnd5oV9suOGYL4=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_202C1DA53D2B49718D74372ADF1D3E01,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_202C1DA53D2B49718D74372ADF1D3E01,http://clasate.cimec.ro/medium/ARD_6902500_256-59.jpg,,,
tapestry photograph,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/188/item_B2ZEMTNQZIDLPWUZFLLG7QE2AKKGC3VA,/188/item_B2ZEMTNQZIDLPWUZFLLG7QE2AKKGC3VA,http://fotothek.slub-dresden.de/fotos/df_hauptkatalog_0008187.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_7026,/91608/SMVK_VKM_objekt_7026,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1070169/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_0E7422F0F2404AA294D181DA02D8389F,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_0E7422F0F2404AA294D181DA02D8389F,http://clasate.cimec.ro/medium/ARP_6904500_818-2.jpg,,,
tapestry photograph furniture,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a7e79b9c_5c00_3beb_55cb_f18bb7d80a38,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a7e79b9c_5c00_3beb_55cb_f18bb7d80a38,https://images.memorix.nl/rce/thumb/fullsize/9741221b-53b5-7d02-cb91-d6bc9528ce9a.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_NM_1595,/90402/BK_NM_1595,https://lh3.ggpht.com/ebo11qbSXNwz2UsZEwuMR8DmG5vIpb9KIlwQdT4PWWu_YGz9U0ZJFI39s1CjrF7Ol51Kh3J26yGcyTTUgr5SuTjK9MXO=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_770A1F044AFD49D78E12991F9838D6C7,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_770A1F044AFD49D78E12991F9838D6C7,http://clasate.cimec.ro/medium/ARD_7300200_1-137.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1959_59_A,/90402/BK_1959_59_A,https://lh6.ggpht.com/2J8WsUzmk8EsyBl1Mvsza9mZsvFguJO40LsL2em9YtuJOetmRCVAbUVFXTK4keFGJpjmKB_s9d4kSxXpZs5eb9LxmA=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1955_100_B,/90402/BK_1955_100_B,https://lh4.ggpht.com/Ju1Gqpvi3Lp8UaAw-WpQQ1AbU4rIHQojxSJpY_MA1RBfkeOcc5T9anm_rmosCqyGXReZlgAtXVwNF1PO4KBt3IpJLdk=s0,,,
tapestry photograph furniture,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_de2738d7_0d3d_5a03_47b0_039283579d4b,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_de2738d7_0d3d_5a03_47b0_039283579d4b,https://images.memorix.nl/rce/thumb/fullsize/4de54e41-07dc-7474-3d3d-ab6514ab2ae1.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1959_64,/90402/BK_1959_64,https://lh5.ggpht.com/vu7hC2WPvh__GKYTiHgKmxxsjyWlyUA8RY3dqByHfO9cM8lMtNIsf0mrBpXBwWKo9isC1WI1aCU3my5gpbptH-K_Tw=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1957_71,/90402/BK_1957_71,https://lh4.ggpht.com/-g9DU9emV4g5va7EOjhjElhuDdfhTCH43sGVgDHnvCI9PdzPa_LxzGSkGKDF6Eg4_Fz-scDS9vgw5VGbzbBu3WfT2Q=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_7014,/91608/SMVK_VKM_objekt_7014,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1070145/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_6957,/91608/SMVK_VKM_objekt_6957,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1069933/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_24552,/91608/SMVK_VKM_objekt_24552,http://collections.smvk.se/carlotta-vkm/web/image/zoom/2690442/1921.06.0247.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2022608/NTM_NTM_UWP_18886,/2022608/NTM_NTM_UWP_18886,http://mm.dimu.no/image/032sAXqtbghd?dimension=800x800,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1362383,/91619/SMVK_EM_objekt_1362383,http://collections.smvk.se/carlotta-em/web/image/zoom/1514383/image.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/283/2538_T,/283/2538_T,http://93.62.170.226/foto/M0011832.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2022608/NTM_NTM_UWP_18885,/2022608/NTM_NTM_UWP_18885,http://mm.dimu.no/image/012sAXqtbgdN?dimension=800x800,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_B1C52EEE725F4D6B9C43F624883CC6E1,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_B1C52EEE725F4D6B9C43F624883CC6E1,http://clasate.cimec.ro/medium/ARD_7077500_68-12.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_A2FB6819CD704FCEBE1F2E0C5B586F74,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_A2FB6819CD704FCEBE1F2E0C5B586F74,http://clasate.cimec.ro/medium/ARD_7300200_1275-16.jpg,,,
tapestry photograph,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_931cb48f_7e47_9b27_977b_d67ad589dfbf,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_931cb48f_7e47_9b27_977b_d67ad589dfbf,https://images.memorix.nl/rce/thumb/fullsize/28eaa81f-a801-6953-3f11-e45768298279.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_NM_8838,/90402/BK_NM_8838,https://lh6.ggpht.com/C-6Cl52TDCBkRj54HNN8mvqTWQ3GUn9-rOQPaBxERCa_7jqhsBBEbZBh2_7ig8MwWvtbJM98HNWri_5X_A0Z2ML12xg=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/2022608/HS_SA_05331_E,/2022608/HS_SA_05331_E,http://mm.dimu.no/image/012uPX3CpNoG?dimension=800x800,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_15310_A,/90402/BK_15310_A,https://lh4.ggpht.com/scTdLVE1xudzctzAsW-m9zX_tL6Y-a397ArN1fWKvCI_DU4k9pRctoUAuEb2_YuL-vZkScF5Yb1l5NzaTBni7kyvgA=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_7011,/91608/SMVK_VKM_objekt_7011,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1070133/zoom,,,
tapestry photograph,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/440/item_Q32SQLEEGMSCSMN6COCKY2KPQNV5TCE6,/440/item_Q32SQLEEGMSCSMN6COCKY2KPQNV5TCE6,http://fotothek.slub-dresden.de/fotos/df_hauptkatalog_0008181.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_6961,/91608/SMVK_VKM_objekt_6961,http://collections.smvk.se/carlotta-vkm/web/image/zoom/1069961/zoom,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/283/2547_T,/283/2547_T,http://93.62.170.226/foto/M0011841.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1953_55_B,/90402/BK_1953_55_B,https://lh3.googleusercontent.com/gEeRISGCuVvMbJDYM2Gr7ja8JUrEEInhwbDWdmCoqNXGaLqduXPd5KmP4noFtU0fDkwLqCRPvt1iO90TmTFluVkshA=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_17251_A,/90402/BK_17251_A,https://lh4.ggpht.com/U1l-k3m5wO3BCn2rfI0BMK6iZY1cI_hn0yo5sZXQwoSnW4ZmcZgWngTeiOz5Mvh6ENupsLkLebon-Vr5Ojdw0W2ct-m6=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_NM_9192,/90402/BK_NM_9192,https://lh3.ggpht.com/QCjDVWW5F5aVfY8GujvpQ1ngL3R2u2AaSgZpf40tsn_-EqjJ4LUhVcpfcP_CBPYPQcESD0ukvUT4MudDxkqmEbPNOA=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/91608/SMVK_VKM_objekt_24008,/91608/SMVK_VKM_objekt_24008,http://collections.smvk.se/carlotta-vkm/web/image/zoom/2276653/bild-1921.06.0133.jpg,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1953_55_A,/90402/BK_1953_55_A,https://lh3.googleusercontent.com/pZ28zu9EfjjdZYqYNA2xf_XgQFzqD0DkPD7S1J84F_wH_kd_avXH0brMGlU2c8pbDFDAeK8SauKMI2nF57lzAhPmM1o=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1958_83,/90402/BK_1958_83,https://lh5.ggpht.com/-gN6XvnlZNRvj3hO4IBC2DsZ7lIosxuaNUWydQsmw_oz6BdxUhUPgFFiIbi4YSsreZRldSxM88EwXOxNIrCHZsYJ7Gz8=s0,,,
tapestry,http://data.europeana.eu/concept/base/54,http://data.europeana.eu/item/90402/BK_1955_102_A,/90402/BK_1955_102_A,https://lh3.ggpht.com/gzQc1zYo4wd8_fDBAgiX3e10WUeI8RsefTnQ6EqQA_jqVxHwjSP741QrklLLAXUFHN0T0juKBJyKvQTCF27tGmYlcQ=s0,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/916123/SLM_item_309743,/916123/SLM_item_309743,https://sokisamlingar.sormlandsmuseum.se/files/original/56395edc4af538ec4d109bba5466db0f.JPG,,,
toy photograph,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/916121/S_OLM_photo_OLM_91_102_5798,/916121/S_OLM_photo_OLM_91_102_5798,https://mm.dimu.org/image/032wYWiuKq9r?dimension=1200x1200,,,
toy photograph,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/916124/S_XLM_photo_XLMAL02153_4,/916124/S_XLM_photo_XLMAL02153_4,http://mm.dimu.org/image/022ymUnemFKS?dimension=1200x1200,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1023761,/91619/SMVK_EM_objekt_1023761,http://collections.smvk.se/carlotta-em/web/image/zoom/1162644/2000.14.0008.jpg,,,
toy photograph,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/916105/bhm_photo_UMFA53715_0032,/916105/bhm_photo_UMFA53715_0032,https://mm.dimu.org/image/022sB3B8sDoQ?dimension=1200x1200,,,
toy furniture,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/2022608/NF_NF_1955_0054,/2022608/NF_NF_1955_0054,http://mm.dimu.no/image/01Uz5Atf5o?dimension=800x800,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1059443,/91619/SMVK_EM_objekt_1059443,http://collections.smvk.se/carlotta-em/web/image/zoom/2149263/image.jpg,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/2022608/NF_NF_2000_1027,/2022608/NF_NF_2000_1027,http://mm.dimu.no/image/01UzkXzvBL?dimension=800x800,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1243458,/91619/SMVK_EM_objekt_1243458,http://collections.smvk.se/carlotta-em/web/image/zoom/1243480/1874.01.0176.A-B.jpg,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/2058618/object_KUAS_7666443,/2058618/object_KUAS_7666443,https://www.kulturarv.dk/mussam/VisMIMEtypeobjekt.action?mimetypeobjektId=3390567,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1165750,/91619/SMVK_EM_objekt_1165750,http://collections.smvk.se/carlotta-em/web/image/zoom/1165752/1954.01.0453.jpg,,,
toy furniture,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/401/item_TDTCAWKKCGT7WKCN6JX4R4GHPDGVZGIP,/401/item_TDTCAWKKCGT7WKCN6JX4R4GHPDGVZGIP,https://www.muis.ee/digitaalhoidla/api/meedia/originaal?id=bc6cfd7f-a0b6-4eaa-9aec-189bd955790d,,,
toy,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/916118/S_TEK_object_TEKS0037326,/916118/S_TEK_object_TEKS0037326,https://mm.dimu.org/image/032wZW2twZUN?dimension=1200x1200,,,
toy photograph,http://data.europeana.eu/concept/base/56,http://data.europeana.eu/item/91672/MM_foto_834539,/91672/MM_foto_834539,http://carlotta.malmo.se/carlotta-mmus/web/image/zoom/1218235/BS+000201.jpg,,,
