category,skos_concept,URI,ID,URL
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_05614d31_4572_16fc_8693_2e563c459cb7,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_05614d31_4572_16fc_8693_2e563c459cb7,https://images.memorix.nl/rce/thumb/fullsize/2464dbb3-9e02-905e-a9d6-fff0070a0a77.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c5c0558c_3307_94ad_837e_a5820cae16c9,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c5c0558c_3307_94ad_837e_a5820cae16c9,https://images.memorix.nl/rce/thumb/fullsize/d9581cd8-b2df-3714-ec67-a4b0b44815ec.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a122e9d5_481f_9b4e_dc14_4ab21937b803,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a122e9d5_481f_9b4e_dc14_4ab21937b803,https://images.memorix.nl/rce/thumb/fullsize/92488cef-4549-0401-f4d8-6a5e6a27dc76.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5c485309_6361_9d0a_5451_e1f0ca45d23b,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5c485309_6361_9d0a_5451_e1f0ca45d23b,https://images.memorix.nl/rce/thumb/fullsize/421b2147-0809-c0ac-0c28-74ef62449c79.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_7637746c_1684_7b00_0f86_5ea9300829cc,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_7637746c_1684_7b00_0f86_5ea9300829cc,https://images.memorix.nl/rce/thumb/fullsize/ceefdaf7-dcb9-1547-9f4f-1b921c5fe674.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_2eba6b8f_3825_dbfd_06b0_0371b237e263,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_2eba6b8f_3825_dbfd_06b0_0371b237e263,https://images.memorix.nl/rce/thumb/fullsize/69907c27-6064-74d3-42c3-712c9ad4b00d.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_4f2cc9bd_a41d_500e_c81b_f093c561cf08,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_4f2cc9bd_a41d_500e_c81b_f093c561cf08,https://images.memorix.nl/rce/thumb/fullsize/c38e4344-dfad-7bd5-a85b-3b09a9553d74.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_550a8f32_985c_f646_f6d2_6c0c92fad340,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_550a8f32_985c_f646_f6d2_6c0c92fad340,https://images.memorix.nl/rce/thumb/fullsize/df610134-63e3-1c49-114a-46c6f997442a.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/378/https___repozitorij_muo_hr__pr_i_id_180596,/378/https___repozitorij_muo_hr__pr_i_id_180596,https://repozitorij.muo.hr/api/?semantic=resource&id=180596
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_6195d314_99fa_1049_02ae_1e9cecaf9ee0,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_6195d314_99fa_1049_02ae_1e9cecaf9ee0,https://images.memorix.nl/rce/thumb/fullsize/3f74cbe6-1425-5134-5991-3c9debb4ac50.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5dc83d6e_0efb_afb5_ea2d_36b89dcdcee9,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5dc83d6e_0efb_afb5_ea2d_36b89dcdcee9,https://images.memorix.nl/rce/thumb/fullsize/90d38e2d-8805-b4c0-3a59-6c909cd5274f.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_e2cc74cf_9917_9f19_2b43_15299d2317ab,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_e2cc74cf_9917_9f19_2b43_15299d2317ab,https://images.memorix.nl/rce/thumb/fullsize/55952f89-fb13-1148-b814-353525bd4a86.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/90402/RP_T_1950_314,/90402/RP_T_1950_314,https://lh3.googleusercontent.com/1K-55DRzXcTUXF9SSxPe2LUglIzyQyCocSReswjLYkO86f8vuFSne_gKf0Jgu0cTgLtI6COvYmQXHEd5gEx8Wq8ckaM=s0
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_3487c5f4_aeab_892b_1f83_47de708e92f3,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_3487c5f4_aeab_892b_1f83_47de708e92f3,https://images.memorix.nl/rce/thumb/fullsize/3eddb4cc-74ad-76c8-0238-d96bcab823a6.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_883c7b93_6122_c13a_4d3f_6b59d416391f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_883c7b93_6122_c13a_4d3f_6b59d416391f,https://images.memorix.nl/rce/thumb/fullsize/dc8e74bc-a8ed-74a1-9fc4-e249e4bfe50a.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_de3b04aa_ed20_8f49_a9b9_83503ea10515,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_de3b04aa_ed20_8f49_a9b9_83503ea10515,https://images.memorix.nl/rce/thumb/fullsize/c6903767-0c78-9a99-e7bb-d9e65275d072.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9733cc9a_238d_cb8d_d65e_6b44e7df1f4d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9733cc9a_238d_cb8d_d65e_6b44e7df1f4d,https://images.memorix.nl/rce/thumb/fullsize/79604e7a-5669-864b-3795-3774fa9f9714.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c44fa95f_d5d0_4725_0b49_b458f0ee5f9f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c44fa95f_d5d0_4725_0b49_b458f0ee5f9f,https://images.memorix.nl/rce/thumb/fullsize/4f1becf1-244a-3e03-9bf2-7cf077073a44.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_55e818d1_3f06_06d9_e313_a9b8dee6943b,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_55e818d1_3f06_06d9_e313_a9b8dee6943b,https://images.memorix.nl/rce/thumb/fullsize/8fb9758d-f3bb-ca73-49a3-c94b100b8d13.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_d04156f9_6630_b214_a64b_621e2d687d54,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_d04156f9_6630_b214_a64b_621e2d687d54,https://images.memorix.nl/rce/thumb/fullsize/c98b2179-26c4-5533-a09b-727e4e75fd52.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_8ea49d3e_4830_6174_3326_333477803b82,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_8ea49d3e_4830_6174_3326_333477803b82,https://images.memorix.nl/rce/thumb/fullsize/fd9805fd-aae1-c68a-08bd-6cf7cfc730a3.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c5c0558c_3307_94ad_837e_a5820cae16c9,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_c5c0558c_3307_94ad_837e_a5820cae16c9,https://images.memorix.nl/rce/thumb/fullsize/d9581cd8-b2df-3714-ec67-a4b0b44815ec.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_84131943_643a_283e_3223_f71b8c0575a2,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_84131943_643a_283e_3223_f71b8c0575a2,https://images.memorix.nl/rce/thumb/fullsize/0bffc765-c02d-70d5-4eb3-551faccadfe6.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_cd7ff357_5661_81f3_afc6_216c5e67b09f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_cd7ff357_5661_81f3_afc6_216c5e67b09f,https://images.memorix.nl/rce/thumb/fullsize/d4066c5f-cf69-fb65-8e8c-12920122d301.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5a580335_324a_492b_de6c_99bd7f5b9fee,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5a580335_324a_492b_de6c_99bd7f5b9fee,https://images.memorix.nl/rce/thumb/fullsize/04064f09-b977-e02f-212c-db0ba44d201f.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_7960ce54_4a42_d489_dd6c_52c98861de6d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_7960ce54_4a42_d489_dd6c_52c98861de6d,https://images.memorix.nl/rce/thumb/fullsize/1b70279d-bc1b-2b07-8d58-75f891534635.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/90402/RP_T_1980_204,/90402/RP_T_1980_204,https://lh6.ggpht.com/LkI5q9n6fZv1F7oWxkVevM11rM8otyFwieTsiDg97jxZPvieqUMCWmpXnBC3eXD9SigpdCDqCUzL4I5XuUS6F_1Y=s0
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_75dfc9f1_1d62_2ca9_6549_b0a1602f0a79,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_75dfc9f1_1d62_2ca9_6549_b0a1602f0a79,https://images.memorix.nl/rce/thumb/fullsize/4b8fdb31-762e-562b-df8c-846e3f114243.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9295236b_4bf9_e26e_590b_1c0a33f501ed,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9295236b_4bf9_e26e_590b_1c0a33f501ed,https://images.memorix.nl/rce/thumb/fullsize/04aed8bd-831c-5e59-4c98-58a9725fc29c.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2021633/AtlantisPubliek_detail_aspx_xmldescid_15202996,/2021633/AtlantisPubliek_detail_aspx_xmldescid_15202996,http://denbosch.hosting.deventit.net/HttpHandler/icoon.ico?file=21402018
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_ed8541e8_a754_e937_fbbd_c0806d4c7764,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_ed8541e8_a754_e937_fbbd_c0806d4c7764,https://images.memorix.nl/rce/thumb/fullsize/9b611abf-11c1-53c3-955d-823ea161b159.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_e616661d_8682_c266_7854_a0d1044c5a53,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_e616661d_8682_c266_7854_a0d1044c5a53,https://images.memorix.nl/rce/thumb/fullsize/13ecb387-90fe-0015-f544-5ee70115e1d6.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_bab58ef2_f4b3_a29f_9fb6_5d627e54763f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_bab58ef2_f4b3_a29f_9fb6_5d627e54763f,https://images.memorix.nl/rce/thumb/fullsize/52c89d1a-ef8f-7f53-0934-4b7254135529.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_03a5dd53_a5d9_2649_3855_cbe4ab5aff3e,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_03a5dd53_a5d9_2649_3855_cbe4ab5aff3e,https://images.memorix.nl/rce/thumb/fullsize/cff14a2f-7316-967f-0137-23e2ae5a4f4d.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_84a537aa_1156_fcba_7a9a_eb81358dfe2f,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_84a537aa_1156_fcba_7a9a_eb81358dfe2f,https://images.memorix.nl/rce/thumb/fullsize/30c8bc40-12e5-4c10-5f08-fe4da84ced0f.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2021641/publiek_detail_aspx_xmldescid_213518251,/2021641/publiek_detail_aspx_xmldescid_213518251,http://zoeken.gooienvechthistorisch.nl/HttpHandler/icoon.ico?file=213518282
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_113a9f88_f4ca_db53_71d1_35c9e15d7730,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_113a9f88_f4ca_db53_71d1_35c9e15d7730,https://images.memorix.nl/rce/thumb/fullsize/5f9a6f9a-6253-9e4a-8374-0f7be312edc2.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_53e338d7_17d4_fc45_759b_95d2ba33b04d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_53e338d7_17d4_fc45_759b_95d2ba33b04d,https://images.memorix.nl/rce/thumb/fullsize/5b8b36db-7436-0b0b-a5b7-214d7e292b50.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_dbc209ad_990d_8b49_e26e_3469e7b32596,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_dbc209ad_990d_8b49_e26e_3469e7b32596,https://images.memorix.nl/rce/thumb/fullsize/82239d14-8417-25f0-5ea6-fd03e10676d8.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/90402/RP_T_1979_212,/90402/RP_T_1979_212,https://lh3.ggpht.com/B5pJhqKvkad0FAcOpr86_0p5FIkfbM5NkQuxNNpGbPiUsK5rXVgEiP9VRWE_eV9JXXGssT5Ftz8km_jiloByczu6yA=s0
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_640981c3_3ad4_5589_0cb1_fe53e6083d5d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_640981c3_3ad4_5589_0cb1_fe53e6083d5d,https://images.memorix.nl/rce/thumb/fullsize/38338a89-652a-f352-82d3-0b120d7ac6bf.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_1c72e99c_f810_d1d6_f1f3_357c28ec2ab6,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_1c72e99c_f810_d1d6_f1f3_357c28ec2ab6,https://images.memorix.nl/rce/thumb/fullsize/1be5d9b7-9167-422b-b6ad-100113009932.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/90402/RP_T_1950_334A,/90402/RP_T_1950_334A,https://lh4.ggpht.com/DcOSMs3zEIMf4Fzsd0COby3MVJHpIJ6qTk00JSprMSYA3V18gDmWW1ONSQp_GHWvuDHDPKryE2Mt8qnRgN8v5VEiAw=s0
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a122e9d5_481f_9b4e_dc14_4ab21937b803,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a122e9d5_481f_9b4e_dc14_4ab21937b803,https://images.memorix.nl/rce/thumb/fullsize/92488cef-4549-0401-f4d8-6a5e6a27dc76.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5cf4aa7c_88b5_f41f_b5cf_24230beae0a2,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_5cf4aa7c_88b5_f41f_b5cf_24230beae0a2,https://images.memorix.nl/rce/thumb/fullsize/793cc3e9-2f02-4928-5848-e5020be61c1f.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9ebf9764_f682_93be_7d58_9aaca2470d9e,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_9ebf9764_f682_93be_7d58_9aaca2470d9e,https://images.memorix.nl/rce/thumb/fullsize/632d946f-e203-cb31-5fc7-c233cb41c60c.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/9200579/s8r87293,/9200579/s8r87293,"https://iiif.wellcomecollection.org/image/V0048743.jpg/full/512,/0/default.jpg"
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2021641/publiek_detail_aspx_xmldescid_196144924,/2021641/publiek_detail_aspx_xmldescid_196144924,http://zoeken.gooienvechthistorisch.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=196144924
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_8df44f8a_8fef_2c5d_c547_f1d1af8cb586,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_8df44f8a_8fef_2c5d_c547_f1d1af8cb586,https://images.memorix.nl/rce/thumb/fullsize/c3c0fbb3-9aef-b737-8d8b-5ad8982f477a.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a59bee49_12dc_1851_6acb_576c4fc6c75d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_a59bee49_12dc_1851_6acb_576c4fc6c75d,https://images.memorix.nl/rce/thumb/fullsize/21af3100-284d-e950-12c7-a39b0393f53f.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2021659/0929,/2021659/0929,http://www.collectiedeventermusea.nl/wwwwopacx/wwwopac.ashx?command=getcontent&server=images&value=Historie%5C0929.1.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/90402/RP_T_1950_361A,/90402/RP_T_1950_361A,https://lh5.ggpht.com/lgVTF0OrbesiDo3-xKIs7mZ6z-l3zIHW0RUHgVtuiMB8ujPJ7IUV7gSkSbiZUAXubrnHnyQ-KymYLzhbWsDQOE6gbw=s0
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_367c277c_3351_c7a4_28f0_8443d617c89d,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_367c277c_3351_c7a4_28f0_8443d617c89d,https://images.memorix.nl/rce/thumb/fullsize/f0ec6a73-146d-abb3-1bfa-0afe737fa9b5.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_13ca899f_a5ed_0ed4_a86c_a85c2ef453fe,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_13ca899f_a5ed_0ed4_a86c_a85c2ef453fe,https://images.memorix.nl/rce/thumb/fullsize/42b746ab-15b9-9267-36fd-3e52fbbf9dd4.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_690714af_1bcf_3aba_8a84_909b9137cbee,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_690714af_1bcf_3aba_8a84_909b9137cbee,https://images.memorix.nl/rce/thumb/fullsize/9e8b37be-7135-ef74-759f-8c69526d013d.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_d7b93811_12e5_8733_ec42_9f481ffb0798,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_d7b93811_12e5_8733_ec42_9f481ffb0798,https://images.memorix.nl/rce/thumb/fullsize/7bc80f4a-2d1f-abdd-102c-e889c5e71256.jpg
drawing photograph,http://data.europeana.eu/concept/base/35 http://data.europeana.eu/concept/base/48,http://data.europeana.eu/item/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_126776d5_a1a7_83d7_5573_36358e1b18d3,/2020704/resource_document_rce_beeldbank_837866ec_3f22_11e4_9dc7_3b4bf4a0ed46_126776d5_a1a7_83d7_5573_36358e1b18d3,https://images.memorix.nl/rce/thumb/fullsize/1effc3ec-5909-3957-d180-71830432aef4.jpg
