category,skos_concept,URI,ID,URL,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1300101,/91619/SMVK_EM_objekt_1300101,http://collections.smvk.se/carlotta-em/web/image/zoom/1382540/1887.08.4563.A-B.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2022608/VTM_LB_0123,/2022608/VTM_LB_0123,http://mm.dimu.no/image/042uLXHzBkJq?dimension=800x800,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/90402/BK_16591,/90402/BK_16591,https://lh3.googleusercontent.com/pKF7IHU2uf2j0hhfsIIfg4DHs5si6GrBXaF5z_dQ1Df1a87IjscyjXWO6cIh-AJF5A-705MP6IWwaoQCfSubpGLdOw=s0,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/90402/BK_1982_2,/90402/BK_1982_2,https://lh4.ggpht.com/D3q8eFRJ1mSj2I_DyC1kd_LrKiWVDH9YBTSYChYxUdpCnn3H87lCBRtPc00ijjHgQ6jhYR34bOeJOioUsna0ZKCii2s=s0,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2048221/europeana_fashion_78667,/2048221/europeana_fashion_78667,http://collectie.wereldculturen.nl/cc/imageproxy.ashx?server=localhost&port=17581&filename=images//Images/TM/TM-2379-19.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1300522,/91619/SMVK_EM_objekt_1300522,http://collections.smvk.se/carlotta-em/web/image/zoom/3319268/1949.23.0035_alt.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/325/HCA560,/325/HCA560,https://upload.wikimedia.org/wikipedia/commons/2/25/Bronze_Bow_Brooch.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91694/JM_object_JM20063_2,/91694/JM_object_JM20063_2,http://mm.dimu.org/image/0331yTstLBuT?dimension=1200x1200,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_3876,/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_3876,http://emp-web-22.zetcom.ch/eMuseumPlus?service=ImageAsset&module=collection&objectId=3876&viewType=detailView&resolution=superImageResolution,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/916123/SLM_item_296284,/916123/SLM_item_296284,https://sokisamlingar.sormlandsmuseum.se/files/original/c7e48f9bf858c74730af9d89a7ed56ec.JPG,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1940772,/91619/SMVK_EM_objekt_1940772,http://collections.smvk.se/carlotta-em/web/image/zoom/3227449/1926.26.0160.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/91619/SMVK_EM_objekt_1287871,/91619/SMVK_EM_objekt_1287871,http://collections.smvk.se/carlotta-em/web/image/zoom/1933148/image.jpg,,,
jewellery,http://data.europeana.eu/concept/base/41,http://data.europeana.eu/item/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_4422,/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_4422,http://emp-web-22.zetcom.ch/eMuseumPlus?service=ImageAsset&module=collection&objectId=4422&viewType=detailView&resolution=superImageResolution,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/0940434/_nnqz6Zk,/0940434/_nnqz6Zk,http://kpbc.umk.pl/Content/180797/2653_MM.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117241786,/9200387/BibliographicResource_3000117241786,http://farm6.staticflickr.com/5472/11249302893_7a6e7cae4d_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117248850,/9200387/BibliographicResource_3000117248850,http://farm4.staticflickr.com/3665/11248233574_b68ff9e5df_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117293892,/9200387/BibliographicResource_3000117293892,http://farm8.staticflickr.com/7304/11005561256_7e9108a2cf_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117299674,/9200387/BibliographicResource_3000117299674,http://farm4.staticflickr.com/3761/11060761266_80ccac4407_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117262461,/9200387/BibliographicResource_3000117262461,http://farm4.staticflickr.com/3808/11009977453_1d32cc8aeb_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117298608,/9200387/BibliographicResource_3000117298608,http://farm3.staticflickr.com/2882/11095265044_1cdcbbd418_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117240301,/9200387/BibliographicResource_3000117240301,http://farm8.staticflickr.com/7431/11249515175_325f41839b_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117261441,/9200387/BibliographicResource_3000117261441,http://farm8.staticflickr.com/7419/11221667745_8e48222742_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/2022608/HS_HS_05135_D,/2022608/HS_HS_05135_D,http://mm.dimu.no/image/032wZzMMNaFV?dimension=800x800,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117269649,/9200387/BibliographicResource_3000117269649,http://farm8.staticflickr.com/7376/11191041883_6637e6bd0c_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/15512/o_1947,/15512/o_1947,http://kulturpool.at/rest/export/1.0/proxy/vorarlberg/?id=o:1947,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117297908,/9200387/BibliographicResource_3000117297908,http://farm4.staticflickr.com/3752/11063664034_4aa8f06cbf_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/90402/RP_P_OB_77_803,/90402/RP_P_OB_77_803,https://lh4.ggpht.com/juLzP1tauXYful7Anj69-5b9IcEmdSkotIBq-_YAr9et8CJEJRpJilJhM1l21YK98ci-ow2FxW-2V9O0aIFmSoFrPpYJ=s0,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117240055,/9200387/BibliographicResource_3000117240055,http://farm8.staticflickr.com/7296/11303082135_3108cb311a_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117263603,/9200387/BibliographicResource_3000117263603,http://farm3.staticflickr.com/2836/11037477404_3faed8d96c_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/2021625/LEI050000001_273,/2021625/LEI050000001_273,https://images.memorix.nl/lei/thumb/640x480/dcaa9ef1-1154-6ac8-4e36-4f324343a743.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117288607,/9200387/BibliographicResource_3000117288607,http://farm8.staticflickr.com/7386/11240317614_3bddd99d07_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117259845,/9200387/BibliographicResource_3000117259845,http://farm4.staticflickr.com/3812/11199621164_af3241415a_o.jpg,,,
map drawing,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/90402/RP_P_OB_83_193A,/90402/RP_P_OB_83_193A,https://lh5.ggpht.com/LylAIduD-xnN63brmr9V0E9VIba2Qw3xflBkmtpAedIa2fMuCYrOpzTdRua7CpozvNXj0pXYr8vAWgXLiPL1ANBct1A=s0,,,
map drawing,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/90402/RP_P_OB_83_034_152,/90402/RP_P_OB_83_034_152,https://lh4.ggpht.com/iB1rHYz3577cItNbSrMBxOd-QO3RZ8mPpWvn0OeVN69Wu4EH8K7enS0jmruxlm7OtoNOV7ZqneT6rbtne6P2ynpb4OA=s0,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117258273,/9200387/BibliographicResource_3000117258273,http://farm4.staticflickr.com/3736/11005697543_54174c4888_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117266651,/9200387/BibliographicResource_3000117266651,http://farm4.staticflickr.com/3795/11268629146_4d5715605c_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117297447,/9200387/BibliographicResource_3000117297447,http://farm8.staticflickr.com/7331/11044561996_e4ca56b909_o.jpg,,,
map drawing,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/90402/RP_P_1878_A_729X,/90402/RP_P_1878_A_729X,https://lh5.ggpht.com/s2aLggpHQ3AqgemRW2BfKBECgIuwDmoVus7kfnx0OOgi8M94wkkFTattVIWQoSp9P9CRCMfJl2xEUtrEnHcdW8GFQ1k=s0,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117296188,/9200387/BibliographicResource_3000117296188,http://farm3.staticflickr.com/2807/11031495253_c77112cb85_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117291916,/9200387/BibliographicResource_3000117291916,http://farm8.staticflickr.com/7458/11059711155_674d1447c6_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117280683,/9200387/BibliographicResource_3000117280683,http://farm8.staticflickr.com/7413/11240421206_cbe2c51a03_o.jpg,,,
map photograph,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/154/S_JVM_photo_JvmKDAF04677,/154/S_JVM_photo_JvmKDAF04677,http://mm.dimu.org/image/0331yx5rBgNN?dimension=1200x1200,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117299748,/9200387/BibliographicResource_3000117299748,http://farm8.staticflickr.com/7367/11282634955_04a63a46e5_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117263703,/9200387/BibliographicResource_3000117263703,http://farm4.staticflickr.com/3722/11199614444_ec1d1b301e_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117267727,/9200387/BibliographicResource_3000117267727,http://farm8.staticflickr.com/7382/11198203773_c4c4fecd32_o.jpg,,,http://data.europeana.eu/item/9200387/BibliographicResource_3000117267727
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117291472,/9200387/BibliographicResource_3000117291472,http://farm3.staticflickr.com/2890/11005695243_2286cd6254_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117298935,/9200387/BibliographicResource_3000117298935,http://farm3.staticflickr.com/2841/11302565684_d21397d0b8_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117247669,/9200387/BibliographicResource_3000117247669,http://farm3.staticflickr.com/2861/11196646466_767dedcfc7_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117268633,/9200387/BibliographicResource_3000117268633,http://farm4.staticflickr.com/3713/11154571873_ff4511a97a_o.jpg,,,
map drawing,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117281920,/9200387/BibliographicResource_3000117281920,http://farm8.staticflickr.com/7411/11037795126_ba7c4829e4_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117250080,/9200387/BibliographicResource_3000117250080,http://farm4.staticflickr.com/3727/11098750975_48383eb2af_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117276510,/9200387/BibliographicResource_3000117276510,http://farm6.staticflickr.com/5537/11303566985_536a9364c3_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117291157,/9200387/BibliographicResource_3000117291157,http://farm8.staticflickr.com/7433/11232982853_f1ed966f1a_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117289263,/9200387/BibliographicResource_3000117289263,http://farm3.staticflickr.com/2815/11232805766_ff8da99032_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117296702,/9200387/BibliographicResource_3000117296702,http://farm8.staticflickr.com/7383/11127304074_e63ee62afc_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117260472,/9200387/BibliographicResource_3000117260472,http://farm3.staticflickr.com/2837/11289306693_9e197c98d8_o.jpg,,,
map drawing,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117247909,/9200387/BibliographicResource_3000117247909,http://farm8.staticflickr.com/7313/11193267703_c8af8211a9_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117278949,/9200387/BibliographicResource_3000117278949,http://farm3.staticflickr.com/2887/11221685744_e55b9a4309_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117271107,/9200387/BibliographicResource_3000117271107,http://farm4.staticflickr.com/3710/11224185645_63584ffe48_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117286144,/9200387/BibliographicResource_3000117286144,http://farm8.staticflickr.com/7291/11115574345_074fcf1a49_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117280517,/9200387/BibliographicResource_3000117280517,http://farm8.staticflickr.com/7459/11083829684_5ac0e4e295_o.jpg,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/90402/BI_B_FM_090_183,/90402/BI_B_FM_090_183,https://lh3.googleusercontent.com/FQS7kbM0R-VRt8bOtvzauLPqmqzTyNlJCndwx9_ppEABSgCuDSRQVyfXHsEm21fIKK-lP2s5QqAYKDl4qA5CXad-06A=s0,,,
map,http://data.europeana.eu/concept/base/43,http://data.europeana.eu/item/9200387/BibliographicResource_3000117247237,/9200387/BibliographicResource_3000117247237,http://farm3.staticflickr.com/2807/11130505636_6304d4b438_o.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMSsp163,/2020903/KMSsp163,http://cspic.smk.dk/globus/30423253/img0200.jpg,,,
painting jewellery,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS4908,/2020903/KMS4908,http://cspic.smk.dk/globus/CORPUS%202014/kms4908.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/07101/O_4478,/07101/O_4478,http://www.webumenia.sk/dielo/SVK:SNG.O_4478/stiahnut,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/02030/MatrizNet_Objectos_ObjectosConsultar_aspx_IdReg_248467,/02030/MatrizNet_Objectos_ObjectosConsultar_aspx_IdReg_248467,http://www.matriznet.dgpc.pt/MatrizNet/CommonServices/ThumbnailDownloader.axd?IdReg=248467&TipoReg=1&ThumbnailType=2,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/91643/SMVK_OM_objekt_102157,/91643/SMVK_OM_objekt_102157,http://collections.smvk.se/carlotta-om/web/image/zoom/364134/representation,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_A3A715CAB53A42089FFF222FFB774ACC,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_A3A715CAB53A42089FFF222FFB774ACC,http://clasate.cimec.ro/medium/ARP_6966500_1-43.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2058611/_kimbl_3cb9d137_9645_4336_a1b7_6b69c5688a59,/2058611/_kimbl_3cb9d137_9645_4336_a1b7_6b69c5688a59,https://kgapi.bl.ch/media/adam/resources/images/previews/3cb9d137-9645-4336-a1b7-6b69c5688a59_0001.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS967,/2020903/KMS967,http://cspic.smk.dk/globus/GLOBUS%202012/KMS967.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS3900,/2020903/KMS3900,http://cspic.smk.dk/globus/40412628/img0183.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2058611/_kimbl_5cb5639d_ca96_4808_94df_190c5050b577,/2058611/_kimbl_5cb5639d_ca96_4808_94df_190c5050b577,https://kgapi.bl.ch/media/adam/resources/images/previews/5cb5639d-ca96-4808-94df-190c5050b577_0001.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_2002,/90402/SK_A_2002,https://lh3.googleusercontent.com/lxVlOXDUk03mSZJSqq169IzHNi6buBiALq4YHMl_RIH_2x8RdZyHiBKImxy3OlMm6kpJ2ut0cDEQOopUZFk3E3kzLlc=s0,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_2117,/90402/SK_A_2117,https://lh5.ggpht.com/-H8Mtf5x8ixdNuYT49-7LOChRTx0mj9L36ONkMObDzzedwVXDDL26U-1d9NK6ESfL5sxEFP2fPorweCYfeUa3AH2VA=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS6694,/2020903/KMS6694,http://cspic.smk.dk/globus/GLOBUS%202007/kms6694.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2022608/VTM_LB_01733,/2022608/VTM_LB_01733,http://mm.dimu.no/image/012uP1pMA5WE?dimension=800x800,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2021672/resource_document_mauritshuis_721,/2021672/resource_document_mauritshuis_721,http://fileshare.mauritshuis.nl/collectie/721.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2022608/OMU_OB_00654,/2022608/OMU_OB_00654,http://mm.dimu.no/image/012uMXPwVFUW?dimension=800x800,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS387,/2020903/KMS387,http://cspic.smk.dk/globus/31611043/img0169.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMSst44,/2020903/KMSst44,http://cspic.smk.dk/globus/31524867/img0076.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_20CA7DB62C144DA4BF38EE53B6AA9EB3,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_20CA7DB62C144DA4BF38EE53B6AA9EB3,http://clasate.cimec.ro/medium/ARP_7026500_1225-65.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS3424,/2020903/KMS3424,http://cspic.smk.dk/globus/30422946/img0019.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/NG_2010_41,/90402/NG_2010_41,https://lh3.googleusercontent.com/BVWIJD6Qt5cOtWyhfzbMr8jV_Ap9G2TBuJPoQxSyOqg39tv3KSKFGRi_T6pmlmJImdTjGHLiYmnIzgSOnmQuWl51zJY=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_1115,/90402/SK_A_1115,https://lh3.googleusercontent.com/MHkVLylkz-ITQAhXck5aQUTXxJX6xequIQbsppMh9eFx2fbg1Botuex8eQidQwyAgGttsISWm2FDipZ0SD5CWEIm_WA=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_844,/90402/SK_A_844,https://lh6.ggpht.com/tInKQ6WNLNcdUXqMge74_Bm4XL3MYKWRLGujm8dFdg1aZwU9MDzSGrJ3PO1JrzZlQH-MBXJ010uU_7ssi7H3qjiGpogQ=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_86F3DF23EF6847F6B534C07960CED246,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_86F3DF23EF6847F6B534C07960CED246,http://clasate.cimec.ro/medium/ARP_7300200_1112-3.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2022608/EM_EM_01371,/2022608/EM_EM_01371,http://mm.dimu.no/image/02UUy1fSea?dimension=800x800,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2021657/resource_document_museon_76599,/2021657/resource_document_museon_76599,https://cc.museon.nl/cc/imageproxy.ashx?server=localhost&port=17512&filename=images/volkenkunde/76599.JPG,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_CFE019D74A5A43D5A2EA21F93571983C,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_CFE019D74A5A43D5A2EA21F93571983C,http://clasate.cimec.ro/medium/ARP_7300200_1539-10.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_373,/90402/SK_A_373,https://lh3.ggpht.com/UCqpmkNfSfQMaXO9wEwflhXKxw7aKifvTo-yp-eSJtybB7ee_CC3NpQHtM3TQbQHHthVcEyovYZCgsL4NEyBHwppHw=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_3F9C0C37470A47D79DC2B46BA48CC106,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_3F9C0C37470A47D79DC2B46BA48CC106,http://clasate.cimec.ro/medium/ARP_7019200_364-1.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_2654,/90402/SK_A_2654,https://lh4.ggpht.com/zEL35d2KmOlgXco9_O_aOVSqd1g4JcxkPVnvJORQJpiCT7jPxcDZpIYVx3y1YQieg1MU1BvbZ2oY8OpBoWIXN7VrVA=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_1179,/90402/SK_A_1179,https://lh3.googleusercontent.com/4tgoskwO9m4hYr77rCktm3yCS444JQ1OaR64oW8jyiL6mbvYHqFUqnPOBjmFvXA_BkQ61O0fMATibMAd0O-gkBXgzg=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_C_521,/90402/SK_C_521,https://lh6.ggpht.com/wVCq9IX3xkLHrTVSk8a75jhI_uB82g-XKQff7U5FwZp-uiQnI2vUbdvNvbLBwWvt9xklm_B8G2Am4n3Ki_Leupq0tpE=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2023816/EU_AGIliaBeshkov_Image_0456_jpg,/2023816/EU_AGIliaBeshkov_Image_0456_jpg,http://collections.cl.bas.bg/EU/AGIliaBeshkov/Image/0456.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_CA190FDD684F4CF2A4824B5F8D24993D,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_CA190FDD684F4CF2A4824B5F8D24993D,http://clasate.cimec.ro/medium/ARP_6946503_977-1.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/07101/O_5179,/07101/O_5179,http://www.webumenia.sk/dielo/SVK:SNG.O_5179/stiahnut,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_251,/90402/SK_A_251,https://lh3.ggpht.com/86CWS0MykYDUncpmx74CeiYAC-kgp8TS5T5wIohC1ooV79mUCCVLcyOkgKILkQOpl7kk403i0TQ1BQj1eGe-_qzocl8=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_B41F1528D023424A93CB5DAD59E4FEA7,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_B41F1528D023424A93CB5DAD59E4FEA7,http://clasate.cimec.ro/medium/ARP_7300200_843-1.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS1096,/2020903/KMS1096,http://cspic.smk.dk/globus/31611043/img0284.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_910,/90402/SK_A_910,https://lh3.ggpht.com/hbfiG1tir65xVds1c2cFGQlTxHCELADPm6y_m5E8hV4lV50ijssODDgoGutfSDryKVt8SRXfW4obf7AN55uqyduWRSA=s0,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_518F7C64DBAF43EDA91C880AFA2BD208,/2048047/Athena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_518F7C64DBAF43EDA91C880AFA2BD208,http://clasate.cimec.ro/medium/ARP_6946503_1354-3.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS1553,/2020903/KMS1553,http://cspic.smk.dk/globus/CORPUS%202015/kms1553.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2021672/resource_document_mauritshuis_1093,/2021672/resource_document_mauritshuis_1093,http://fileshare.mauritshuis.nl/collectie/1093_repro.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS1139j,/2020903/KMS1139j,http://cspic.smk.dk/globus/30422712/img0047.jpg,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2020903/KMS7587,/2020903/KMS7587,http://cspic.smk.dk/globus/30423263/img0099.jpg,,,
painting building,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/91643/SMVK_OM_objekt_114303,/91643/SMVK_OM_objekt_114303,http://collections.smvk.se/carlotta-om/web/image/zoom/372099/representation,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/2048429/item_Q3SLDL6YJ2KBPZNRREXL76SQJQAPD2W2,/2048429/item_Q3SLDL6YJ2KBPZNRREXL76SQJQAPD2W2,http://resources.digicult-museen.net/dam/provided_image/m57d2fbbd613cf,,,
painting,http://data.europeana.eu/concept/base/47,http://data.europeana.eu/item/90402/SK_A_1250,/90402/SK_A_1250,https://lh3.googleusercontent.com/5PheF5RAd4CLJM8mUCAplP0QOcDV5ZK5VIStpyWY5wqk8pl29epFcufhku_yScKiRVC8Jx1jlEdGdPR-_zYVqE_YMMc=s0,,,
